gid,pid,off,def,type,dseq,len,qtr,min,sec,secl,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,player,loc,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf
4848,795131,SEA,ARI,PASS,1,22,2,1,52,1912,7,10,3,2,1,10,25,2,0,1,0,DB-0500,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795132,SEA,ARI,RUSH,2,9,2,1,27,1887,7,10,3,2,2,6,29,2,1,1,1,RW-3850,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795133,SEA,ARI,PASS,3,6,2,1,18,1878,7,10,2,2,1,10,36,2,0,1,0,DB-0500,DM,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795134,SEA,ARI,PASS,4,20,2,1,12,1872,7,10,2,2,2,10,36,2,1,1,0,TL-1025,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795135,SEA,ARI,PASS,5,6,2,0,52,1852,7,10,2,2,1,10,47,3,0,1,1,TL-1025,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795137,SEA,ARI,PASS,6,22,2,0,46,1846,7,10,1,2,2,21,36,2,0,1,0,MD-0150,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795138,SEA,ARI,PASS,7,7,2,0,41,1841,7,10,1,2,3,14,43,3,0,1,1,TL-1025,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795139,SEA,ARI,PASS,8,4,2,0,34,1834,7,10,0,2,4,1,56,3,0,1,0,TL-1025,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795150,SEA,ARI,PASS,1,35,3,12,45,1665,7,10,3,3,1,10,22,2,0,1,0,TL-1025,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795151,SEA,ARI,RUSH,2,33,3,12,10,1630,7,10,3,3,2,3,29,2,1,1,0,MD-0150,RE,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795152,SEA,ARI,RUSH,3,37,3,11,37,1597,7,10,3,3,1,10,33,2,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795153,SEA,ARI,PASS,4,45,3,11,0,1560,7,10,3,3,2,10,33,2,1,1,0,TL-1025,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795154,SEA,ARI,PASS,5,14,3,10,15,1515,7,10,3,3,1,10,46,3,0,0,0,NV-0050,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795155,SEA,ARI,RUSH,6,44,3,10,1,1501,7,10,3,3,2,4,52,3,1,1,0,RW-3850,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795156,SEA,ARI,RUSH,7,39,3,9,17,1457,7,10,3,3,1,10,62,4,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795157,SEA,ARI,RUSH,8,40,3,8,38,1418,7,10,3,3,2,9,63,4,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795158,SEA,ARI,RUSH,9,43,3,7,58,1378,7,10,3,3,3,5,67,4,0,1,0,RW-3850,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795159,SEA,ARI,RUSH,10,47,3,7,15,1335,7,10,3,3,4,1,71,4,1,1,0,RP-0550,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795160,SEA,ARI,RUSH,11,43,3,6,28,1288,7,10,3,3,1,10,86,5,0,0,0,RW-3850,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795161,SEA,ARI,PASS,12,3,3,5,45,1245,7,10,3,3,2,19,77,4,0,1,0,DB-0500,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795162,SEA,ARI,RUSH,13,38,3,5,42,1242,7,10,3,3,3,19,77,4,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795169,SEA,ARI,PASS,1,40,3,3,19,1099,10,10,3,3,1,10,53,3,1,1,0,DM-3050,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795170,SEA,ARI,RUSH,2,39,3,2,39,1059,10,10,2,3,1,10,83,5,0,0,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795173,SEA,ARI,PASS,3,5,3,1,50,1010,10,10,2,3,1,6,94,5,0,1,0,BM-0300,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795175,SEA,ARI,RUSH,4,37,3,1,41,1001,10,10,2,3,1,3,97,5,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795176,SEA,ARI,RUSH,5,4,3,1,4,964,10,10,2,3,2,1,99,5,1,0,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795185,SEA,ARI,PASS,1,43,4,14,3,843,17,10,2,3,1,10,19,1,1,0,0,MD-0150,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795186,SEA,ARI,RUSH,2,38,4,13,20,800,17,10,2,3,1,10,35,2,0,0,0,RP-0550,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795187,SEA,ARI,RUSH,3,44,4,12,42,762,17,10,2,3,2,9,36,2,0,1,0,RP-0550,LE,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795189,SEA,ARI,PASS,4,6,4,11,58,718,17,10,1,3,3,1,44,3,0,1,0,TL-1025,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795198,SEA,ARI,RUSH,1,45,4,8,53,533,17,17,1,3,1,10,22,2,0,1,0,MD-0150,LE,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795199,SEA,ARI,RUSH,2,46,4,8,8,488,17,17,1,3,2,4,28,2,0,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795200,SEA,ARI,PASS,3,3,4,7,22,442,17,17,1,3,3,3,29,2,0,1,0,NV-0050,SR,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795214,SEA,ARI,RUSH,1,25,4,1,50,110,17,17,0,3,1,10,35,2,1,1,0,MD-0150,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795215,SEA,ARI,PASS,2,19,4,1,25,85,17,17,0,3,1,10,48,3,0,1,1,TL-1025,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795216,SEA,ARI,RUSH,3,22,4,1,6,66,17,17,0,3,2,1,57,3,1,1,1,RP-0550,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795217,SEA,ARI,PASS,4,17,4,0,44,44,17,17,0,3,1,10,60,4,0,1,1,DB-0500,SL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795218,SEA,ARI,RUSH,5,23,4,0,27,27,17,17,0,3,2,4,66,4,0,1,1,RP-0550,MD,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4848,795219,SEA,ARI,PASS,6,22,4,0,4,4,17,17,0,3,3,4,66,4,0,0,1,,NL,2018,4,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass
4866,798132,SEA,LA,RUSH,1,38,1,13,29,3509,0,0,3,3,1,10,14,1,0,1,0,CC-0750,LE,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798133,SEA,LA,PASS,2,41,1,12,51,3471,0,0,3,3,2,7,17,1,0,1,0,DB-0500,SL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798134,SEA,LA,PASS,3,7,1,12,10,3430,0,0,3,3,3,6,18,1,0,1,0,,NL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798140,SEA,LA,RUSH,1,36,1,10,15,3315,0,0,3,3,1,10,26,2,0,0,0,CC-0750,RG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798141,SEA,LA,RUSH,2,39,1,9,39,3279,0,0,3,3,2,4,32,2,1,0,0,CC-0750,LG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798142,SEA,LA,RUSH,3,39,1,9,0,3240,0,0,3,3,1,10,37,2,0,0,0,TL-1025,LE,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798143,SEA,LA,PASS,4,33,1,8,21,3201,0,0,3,3,2,4,43,3,1,0,0,MD-0150,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798144,SEA,LA,PASS,5,45,1,7,48,3168,0,0,3,3,1,10,52,3,1,0,0,NV-0050,SM,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798146,SEA,LA,RUSH,6,43,1,6,36,3096,0,0,3,3,1,20,74,4,0,1,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798147,SEA,LA,RUSH,7,42,1,5,53,3053,0,0,3,3,2,4,90,5,0,1,0,CC-0750,RG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798148,SEA,LA,RUSH,8,39,1,5,11,3011,0,0,3,3,3,2,92,5,1,1,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798149,SEA,LA,RUSH,9,2,1,4,32,2972,0,0,3,3,1,6,94,5,1,1,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798159,SEA,LA,PASS,1,32,1,2,0,2820,7,7,3,3,1,10,25,2,0,1,0,,,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798160,SEA,LA,PASS,2,18,1,1,21,2781,7,7,3,3,2,17,18,1,1,1,0,DM-3050,SL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798161,SEA,LA,RUSH,3,30,1,1,3,2763,7,7,3,3,1,10,38,2,0,1,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798162,SEA,LA,RUSH,4,35,1,0,33,2733,7,7,3,3,2,7,41,3,0,1,0,CC-0750,RG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798163,SEA,LA,PASS,5,4,2,15,0,2700,7,7,3,3,3,3,45,3,0,1,0,DM-3050,SL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798174,SEA,LA,RUSH,1,29,2,11,5,2465,7,10,3,3,1,10,50,3,0,0,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798175,SEA,LA,RUSH,2,42,2,10,36,2436,7,10,3,3,2,9,51,3,0,1,0,CC-0750,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798176,SEA,LA,PASS,3,35,2,9,54,2394,7,10,2,3,3,7,53,3,1,1,0,NV-0050,SM,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798177,SEA,LA,PASS,4,8,2,9,19,2359,7,10,2,3,1,10,61,4,1,0,0,TL-1025,DL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798190,SEA,LA,RUSH,1,37,2,5,57,2157,14,17,2,2,1,10,39,2,0,0,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798192,SEA,LA,RUSH,2,43,2,4,56,2096,14,17,2,2,1,10,47,3,0,1,0,CC-0750,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798193,SEA,LA,PASS,3,6,2,4,13,2053,14,17,2,2,2,10,47,3,0,1,0,BM-0300,DL,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798194,SEA,LA,PASS,4,32,2,4,7,2047,14,17,2,2,3,10,47,3,1,1,0,TL-1025,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798195,SEA,LA,RUSH,5,38,2,3,35,2015,14,17,2,1,1,10,62,4,0,1,0,MD-0150,LT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798196,SEA,LA,RUSH,6,47,2,2,57,1977,14,17,2,1,2,4,68,4,0,1,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798197,SEA,LA,PASS,7,10,2,2,10,1930,14,17,1,1,3,4,68,4,0,1,0,MD-0150,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798213,SEA,LA,RUSH,1,35,3,15,0,1800,17,17,3,3,1,10,25,2,0,1,0,CC-0750,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798214,SEA,LA,PASS,2,40,3,14,22,1762,17,17,3,3,2,6,29,2,0,0,0,NV-0050,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798215,SEA,LA,RUSH,3,38,3,13,42,1722,17,17,3,3,3,3,32,2,1,1,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798216,SEA,LA,PASS,4,5,3,13,4,1684,17,17,3,3,1,10,69,4,0,0,0,TM-0150,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798217,SEA,LA,RUSH,5,37,3,12,59,1679,17,17,3,3,2,10,69,4,0,1,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798218,SEA,LA,RUSH,6,36,3,12,22,1642,17,17,3,3,3,1,78,4,1,1,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798219,SEA,LA,PASS,7,27,3,11,46,1606,17,17,3,3,1,10,83,5,1,0,0,CC-0750,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798220,SEA,LA,RUSH,8,36,3,11,19,1579,17,17,3,3,1,6,94,5,0,1,0,MD-0150,LE,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798221,SEA,LA,PASS,9,9,3,10,43,1543,17,17,3,3,2,3,97,5,1,0,0,DM-3050,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798235,SEA,LA,RUSH,1,35,3,5,4,1204,24,24,3,2,1,10,25,2,1,1,0,CC-0750,LE,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798237,SEA,LA,RUSH,2,33,3,4,30,1170,24,24,3,2,1,10,36,2,0,0,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798238,SEA,LA,RUSH,3,46,3,3,57,1137,24,24,3,2,2,4,42,3,0,0,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798239,SEA,LA,RUSH,4,43,3,3,11,1091,24,24,3,2,3,1,45,3,1,1,0,CC-0750,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798240,SEA,LA,PASS,5,5,3,2,28,1048,24,24,3,2,1,10,66,4,0,0,0,DD-0075,DM,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798241,SEA,LA,RUSH,6,42,3,2,23,1043,24,24,3,2,2,10,66,4,0,1,0,MD-0150,LG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798242,SEA,LA,PASS,7,6,3,1,41,1001,24,24,3,2,3,6,70,4,1,1,0,DM-3050,DR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798254,SEA,LA,RUSH,1,40,4,14,44,884,31,30,3,1,1,10,13,1,1,1,0,CC-0750,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798255,SEA,LA,PASS,2,5,4,14,4,844,31,30,3,1,1,10,31,2,0,1,0,NV-0050,DR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798256,SEA,LA,RUSH,3,45,4,13,59,839,31,30,3,1,2,10,31,2,0,1,0,MD-0150,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798258,SEA,LA,RUSH,4,48,4,12,46,766,31,30,3,1,1,10,36,2,0,0,0,MD-0150,RT,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798259,SEA,LA,RUSH,5,42,4,11,58,718,31,30,2,1,2,11,35,2,0,1,0,CC-0750,LE,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798260,SEA,LA,PASS,6,35,4,11,16,676,31,30,2,1,3,10,36,2,0,1,0,,,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798272,SEA,LA,RUSH,1,38,4,5,57,357,31,33,2,0,1,10,22,2,0,1,0,CC-0750,LG,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798273,SEA,LA,PASS,2,51,4,5,19,319,31,33,2,0,2,8,24,2,1,1,0,TL-1025,DM,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798275,SEA,LA,RUSH,3,34,4,4,27,267,31,33,2,0,1,15,63,4,0,1,0,MD-0150,MD,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798277,SEA,LA,PASS,4,4,4,3,49,229,31,33,2,0,2,23,55,3,0,1,0,TL-1025,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4866,798278,SEA,LA,PASS,5,7,4,3,45,225,31,33,2,0,3,23,55,3,0,1,0,TL-1025,SR,2018,5,SUN,LA,SEA,CenturyLink Field,53,79,5,SSE,Rain,FieldTurf
4877,799959,SEA,OAK,RUSH,1,28,1,14,56,3596,0,0,3,3,1,10,18,1,0,0,0,TL-1025,RE,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799960,SEA,OAK,RUSH,2,35,1,14,28,3568,0,0,3,3,2,3,25,2,0,0,0,CC-0750,RG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799961,SEA,OAK,RUSH,3,40,1,13,53,3533,0,0,3,3,3,2,26,2,1,1,0,CC-0750,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799962,SEA,OAK,RUSH,4,33,1,13,13,3493,0,0,3,3,1,10,33,2,0,0,0,CC-0750,RT,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799963,SEA,OAK,RUSH,5,40,1,12,40,3460,0,0,3,3,2,2,41,3,0,1,0,CC-0750,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799964,SEA,OAK,RUSH,6,40,1,12,0,3420,0,0,3,3,3,1,42,3,1,1,0,MD-0150,MD,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799965,SEA,OAK,RUSH,7,37,1,11,20,3380,0,0,3,3,1,10,46,3,0,0,0,MD-0150,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799966,SEA,OAK,PASS,8,26,1,10,43,3343,0,0,3,3,2,7,49,3,1,0,0,RP-0550,SL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799967,SEA,OAK,PASS,9,6,1,10,17,3317,0,0,3,3,1,10,73,4,0,0,0,DM-3050,DL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799968,SEA,OAK,RUSH,10,44,1,10,11,3311,0,0,3,3,2,10,73,4,0,1,0,CC-0750,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799969,SEA,OAK,PASS,11,33,1,9,27,3267,0,0,3,3,3,8,75,4,1,1,0,TS-3662,SM,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799970,SEA,OAK,RUSH,12,36,1,8,54,3234,0,0,3,3,1,2,98,5,0,0,0,CC-0750,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799973,SEA,OAK,RUSH,13,35,1,8,13,3193,0,0,3,3,1,5,95,5,0,1,0,CC-0750,LT,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799974,SEA,OAK,PASS,14,5,1,7,29,3149,0,0,3,3,2,5,95,5,1,1,0,JB-6750,SM,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799982,SEA,OAK,RUSH,1,25,1,5,11,3011,7,0,3,3,1,20,36,2,0,1,0,CC-0750,RG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799983,SEA,OAK,PASS,2,42,1,4,46,2986,7,0,3,3,1,28,28,2,0,1,0,TL-1025,SR,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799984,SEA,OAK,RUSH,3,35,1,4,4,2944,7,0,3,3,2,25,31,2,0,1,0,MD-0150,RG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799985,SEA,OAK,PASS,4,6,1,3,29,2909,7,0,3,3,3,18,38,2,0,1,0,MD-0150,SM,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799994,SEA,OAK,RUSH,1,35,1,0,24,2724,7,0,3,3,1,10,76,4,0,0,0,DM-3050,RE,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799995,SEA,OAK,RUSH,2,43,2,15,0,2700,7,0,3,3,2,5,81,5,0,0,0,CC-0750,LT,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,799996,SEA,OAK,PASS,3,7,2,14,17,2657,7,0,3,3,3,5,81,5,1,1,0,DM-3050,DM,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800015,SEA,OAK,PASS,1,19,2,6,16,2176,14,0,3,2,1,10,38,2,0,1,0,DB-0500,SR,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800016,SEA,OAK,RUSH,2,36,2,5,57,2157,14,0,3,2,2,4,44,3,1,1,0,RP-0550,MD,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800017,SEA,OAK,PASS,3,9,2,5,21,2121,14,0,3,2,1,10,51,3,0,0,0,DB-0500,DL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800018,SEA,OAK,RUSH,4,39,2,5,12,2112,14,0,3,2,2,10,51,3,0,0,0,RP-0550,LG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800019,SEA,OAK,PASS,5,17,2,4,33,2073,14,0,2,2,3,4,57,3,0,1,0,DB-0500,SL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800032,SEA,OAK,PASS,1,5,2,0,39,1839,14,0,2,2,1,10,41,3,1,1,0,DM-3050,DL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800034,SEA,OAK,PASS,2,6,2,0,34,1834,14,0,2,2,1,15,64,4,0,1,0,MD-0150,SL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800035,SEA,OAK,RUSH,3,7,2,0,30,1830,14,0,2,2,2,15,64,4,0,1,0,RW-3850,RE,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800036,SEA,OAK,PASS,4,19,2,0,23,1823,14,0,2,2,3,10,69,4,0,1,0,MD-0150,SR,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800043,SEA,OAK,PASS,1,41,3,13,15,1695,17,0,3,3,1,20,79,4,0,1,0,,,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800044,SEA,OAK,RUSH,2,41,3,12,34,1654,17,0,3,3,2,28,71,4,0,1,0,CC-0750,RT,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800045,SEA,OAK,PASS,3,8,3,11,53,1613,17,0,2,3,3,7,92,5,0,1,0,TL-1025,SR,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800055,SEA,OAK,RUSH,1,32,3,8,54,1434,20,0,2,3,1,10,20,1,0,1,0,CC-0750,RG,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
4877,800056,SEA,OAK,PASS,2,16,3,8,22,1402,20,0,2,3,2,5,25,2,1,1,0,DB-0500,SL,2018,6,SUN,SEA,OAK,Wembley Stadium,52,93,10,NNE,Cloudy,Grass
